job_title_normalized,category_clean,experience_bucket,state_region,avg_salary_myr
General - Accounting,Accounting,1-3,Selangor,2150.0
Management / Project Management - Construction,Construction,1-3,Kuala Lumpur,3100.0
Secretary / Personal Assistant,Administration And Office Support,1-3,Kuala Lumpur,2750.0
Engineer,Engineering,1-3,Penang,3200.0
HR Admin / Support,Human Resources And Recruitment,1-3,Selangor,6250.0
Admin / Support,Accounting,1-3,Selangor,4100.0
Accountant / Full Set Accounting,Accounting,4-5,Johor,7000.0
General - IT,Information And Communication Technology,1-3,Penang,3600.0
General - Accounting,Accounting,1-3,Kuala Lumpur,22500.0
Learning & Development Specialist,Human Resources And Recruitment,1-3,Selangor,8500.0
General - Sales,Sales,1-3,Kuala Lumpur,2750.0
Internship - Banking & Finance,Banking And Financial Services,1-3,Kuala Lumpur,1050.0
Engineer,Engineering,1-3,Johor,7500.0
Admin / Support,Accounting,4-5,Melaka,7500.0
Technicians / Skilled Trades,Trades And Services,1-3,Selangor,2400.0
General - IT,Information And Communication Technology,1-3,Kuala Lumpur,13500.0
General - Sales,Sales,Intern/<1,Selangor,3400.0
Direct Sales / Advisors / Consultants,Sales,1-3,Selangor,2650.0
Manufacturing Executive,"Manufacturing, Transport And Logistics",Intern/<1,Penang,3750.0
General - Accounting,Accounting,Intern/<1,Kuala Lumpur,3400.0
HR Business Partner,Human Resources And Recruitment,4-5,Selangor,8500.0
General - IT,Information And Communication Technology,4-5,Selangor,7750.0
Admin Assistant / Clerk,Administration And Office Support,1-3,Penang,2000.0
Drafting / Cad / Bim,Engineering,4-5,Perak,3750.0
General - Accounting,Accounting,1-3,Sarawak,3650.0
General - IT,Information And Communication Technology,1-3,Selangor,8500.0
Audit / Internal Audit,Accounting,1-3,Kuala Lumpur,4850.0
Engineer,Engineering,1-3,Melaka,15000.0
General - IT,Information And Communication Technology,Intern/<1,Selangor,3150.0
Technician,Engineering,1-3,Johor,5900.0
Management / Leadership,Sales,1-3,Selangor,8500.0
Audit / Internal Audit,Accounting,1-3,Selangor,3400.0
HR Executive,Human Resources And Recruitment,1-3,Perak,2250.0
General - IT,Information And Communication Technology,4-5,Selangor,6500.0
Recruitment Consultant / Recruiter,Human Resources And Recruitment,1-3,Selangor,5000.0
General - Engineering,Engineering,Intern/<1,Johor,4375.0
General - IT,Information And Communication Technology,10+,Kuala Lumpur,1350.0
HR Admin / Support,Human Resources And Recruitment,4-5,Kuala Lumpur,7500.0
General - Accounting,Accounting,6-10,Selangor,41900.00000000001
Technician,Engineering,4-5,Selangor,5000.0
General - Banking & Finance,Banking And Financial Services,1-3,Johor,4375.0
General - Accounting,Accounting,1-3,Kuala Lumpur,2400.0
Audit / Internal Audit,Accounting,Intern/<1,Kuala Lumpur,3600.0
Management / Project Management - Construction,Construction,4-5,Perak,10000.0
Sales / Business Development,Banking And Financial Services,1-3,Sabah,3500.0
Senior Consultant / Senior Executive - Consulting And Strategy,Consulting And Strategy,4-5,Selangor,7500.0
General - IT,Information And Communication Technology,1-3,Selangor,5500.0
HR / Recruitment Executive,Human Resources And Recruitment,1-3,Kedah,6666.5
Engineer,Engineering,6-10,Kuala Lumpur,9000.0
Receptionist / Front Desk,Administration And Office Support,1-3,Sabah,2250.0
Internship - Advertising / Media,"Advertising, Arts And Media",1-3,Selangor,1500.0
HR Executive,Human Resources And Recruitment,4-5,Kuala Lumpur,5750.0
Internship - Accounting,Accounting,Intern/<1,Melaka,3000.0
General - Accounting,Accounting,4-5,Penang,6250.0
General - Administration,Administration And Office Support,1-3,Penang,3100.0
HR / Recruitment Executive,Human Resources And Recruitment,1-3,Selangor,2500.0
General - IT,Information And Communication Technology,Intern/<1,Selangor,2650.0
General - IT,Information And Communication Technology,10+,Selangor,1350.0
General - Accounting,Accounting,4-5,Selangor,3700.0
Manager / Middle Management - Ceo And General Management,Ceo And General Management,1-3,Selangor,17000.0
General - Accounting,Accounting,Intern/<1,Perak,3000.0
General - Administration,Administration And Office Support,1-3,Johor,3000.0
Audit / Internal Audit,Accounting,1-3,Kuala Lumpur,4250.0
Admin / Support,Accounting,Intern/<1,Penang,2650.0
Personal / Retail Banking,Banking And Financial Services,1-3,Penang,6000.0
Engineer,Engineering,4-5,Johor,2650.0
Investment / Capital Markets,Banking And Financial Services,1-3,Selangor,4150.0
General - Accounting,Accounting,6-10,Selangor,16500.0
Manufacturing Administrative Support,"Manufacturing, Transport And Logistics",Intern/<1,Kuala Lumpur,2600.0
Engineer,Engineering,4-5,Selangor,6750.0
Project / Planning / Coordination,Engineering,6-10,Selangor,10000.0
IT Business / System Analyst,Information And Communication Technology,1-3,Selangor,4510.0
Admin / Support,Accounting,1-3,Selangor,2700.0
Accountant / Full Set Accounting,Accounting,4-5,Penang,4750.0
Technicians / Skilled Trades,Trades And Services,1-3,Selangor,2300.0
Manufacturing Executive,"Manufacturing, Transport And Logistics",4-5,Selangor,4350.0
General - IT,Information And Communication Technology,1-3,Kuala Lumpur,8750.0
Secretary / Personal Assistant,Administration And Office Support,1-3,Selangor,3300.0
Management / Leadership,Sales,1-3,Penang,6000.0
Manufacturing Management,"Manufacturing, Transport And Logistics",6-10,Johor,12500.0
General - Banking & Finance,Banking And Financial Services,1-3,Negeri Sembilan,1750.0
General - Accounting,Accounting,1-3,Melaka,600.0
Personal / Retail Banking,Banking And Financial Services,Intern/<1,Selangor,3000.0
General - IT,Information And Communication Technology,10+,Johor,4350.0
Secretary / Personal Assistant,Administration And Office Support,1-3,Perak,1650.0
Admin / Support,Accounting,1-3,Penang,3750.0
Admin Assistant / Clerk,Administration And Office Support,Intern/<1,Kuala Lumpur,4000.0
Manufacturing Administrative Support,"Manufacturing, Transport And Logistics",1-3,Johor,5850.0
General - IT,Information And Communication Technology,1-3,Penang,3200.0
Manufacturing Administrative Support,"Manufacturing, Transport And Logistics",1-3,Selangor,1950.0
HR Executive,Human Resources And Recruitment,4-5,Selangor,3350.0
General - Engineering,Engineering,1-3,Penang,1450.0
HR Executive,Human Resources And Recruitment,1-3,Selangor,10000.0
General - Administration,Administration And Office Support,1-3,Selangor,3650.0
Erp / Sap / Enterprise Systems Specialist,Information And Communication Technology,4-5,Kuala Lumpur,14500.0
Engineer,Engineering,1-3,Kedah,5250.0
Admin / Support,Accounting,1-3,Sarawak,1900.0
Erp / Sap / Enterprise Systems Specialist,Information And Communication Technology,1-3,Kuala Lumpur,9375.0
General - Accounting,Accounting,1-3,Sarawak,2367.4
General - IT,Information And Communication Technology,1-3,Kuala Lumpur,1050.0
Engineer,Engineering,1-3,Johor,12500.0
Engineer,Engineering,1-3,Kuala Lumpur,4000.0
Management / Leadership,Sales,1-3,Sabah,6000.0
Software Developer,Information And Communication Technology,1-3,Kuala Lumpur,49232.50000000001
IT Manager,Information And Communication Technology,1-3,Kuala Lumpur,6500.0
Admin Assistant / Clerk,Administration And Office Support,1-3,Penang,2300.0
General - Sales,Sales,Intern/<1,Selangor,3350.0
HR Executive,Human Resources And Recruitment,1-3,Kedah,3300.0
Manufacturing Executive,"Manufacturing, Transport And Logistics",4-5,Selangor,3500.0
Sales / Business Development,Banking And Financial Services,1-3,Johor,3400.0
General - Accounting,Accounting,4-5,Penang,9000.0
Admin / Support,Accounting,4-5,Selangor,4166.5
General - Sales,Sales,1-3,Kuala Lumpur,7500.0
Software Developer,Information And Communication Technology,4-5,Kuala Lumpur,8250.0
IT Business / System Analyst,Information And Communication Technology,Intern/<1,Kuala Lumpur,4250.0
Admin Assistant / Clerk,Administration And Office Support,4-5,Kuala Lumpur,3500.0
Admin / Support,Accounting,1-3,Sarawak,3500.0
Management / Project Management - Construction,Construction,1-3,Terengganu,9600.0
General - Engineering,Engineering,1-3,Johor,3500.0
Direct Sales / Advisors / Consultants,Sales,1-3,Johor,3400.0
General - Banking & Finance,Banking And Financial Services,Intern/<1,Melaka,2350.0
General - Engineering,Engineering,4-5,Johor,16500.0
Engineer,Engineering,Intern/<1,Selangor,5250.0
Admin Assistant / Clerk,Administration And Office Support,1-3,Kedah,1700.0
General - Accounting,Accounting,1-3,Perak,3000.0
Technician,Engineering,1-3,Sarawak,2150.0
Secretary / Personal Assistant,Administration And Office Support,1-3,Kuala Lumpur,2850.0
Management / Leadership,Sales,Intern/<1,Selangor,5000.0
Accountant / Full Set Accounting,Accounting,4-5,Selangor,5150.0
Engineer,Engineering,Intern/<1,Selangor,2500.0
Admin Assistant / Clerk,Administration And Office Support,Intern/<1,Selangor,3500.0
Software Developer,Information And Communication Technology,Intern/<1,Selangor,3750.0
Admin / Support,Accounting,4-5,Kuala Lumpur,4000.0
General - IT,Information And Communication Technology,6-10,Kuala Lumpur,8500.0
Admin Assistant / Clerk,Administration And Office Support,1-3,Perak,1925.0
Tax / Compliance,Accounting,1-3,Sarawak,3750.0
HR / Recruitment Executive,Human Resources And Recruitment,1-3,Sabah,4250.0
General - Sales,Sales,6-10,Kuala Lumpur,6250.0
Direct Sales / Advisors / Consultants,Sales,Intern/<1,Selangor,3000.0
Management / Project Management - Construction,Construction,1-3,Kelantan,7200.0
Direct Sales / Advisors / Consultants,Sales,1-3,Selangor,4062.5
General - IT,Information And Communication Technology,1-3,Penang,7000.0
General - Accounting,Accounting,4-5,Melaka,3400.0
Full Stack Developer,Information And Communication Technology,1-3,Kuala Lumpur,7500.0
Drafting / Cad / Bim,Engineering,1-3,Johor,5000.0
Engineer,Engineering,1-3,Others,2500.0
General - IT,Information And Communication Technology,Intern/<1,Selangor,3850.0
HR / Recruitment Executive,Human Resources And Recruitment,1-3,Selangor,3900.0
Engineer,Engineering,Intern/<1,Selangor,3400.0
Management / Project Management - Construction,Construction,6-10,Sabah,12500.0
Management / Project Management - Construction,Construction,6-10,Kuala Lumpur,6000.0
General - Accounting,Accounting,1-3,Johor,3850.0
Social Media / Digital,"Advertising, Arts And Media",1-3,Selangor,5000.0
General - Sales,Sales,1-3,Penang,4500.0
Business Development / Corporate Sales,Sales,1-3,Sarawak,3000.0
Technician,Engineering,1-3,Negeri Sembilan,9000.0
General - Accounting,Accounting,1-3,Kuala Lumpur,4650.0
Admin / Support,Accounting,1-3,Kuala Lumpur,3100.0
Office Coordinator / Executive Assistant,Administration And Office Support,Intern/<1,Kuala Lumpur,3750.0
General - IT,Information And Communication Technology,1-3,Kuala Lumpur,2925.0
HR Executive,Human Resources And Recruitment,Intern/<1,Kuala Lumpur,4150.0
HR Executive,Human Resources And Recruitment,Intern/<1,Penang,3350.0
Engineer,Engineering,1-3,Selangor,3650.0
Admin / Support,Consulting And Strategy,1-3,Selangor,7000.0
Management / Leadership,Sales,1-3,Kuala Lumpur,6250.0
Admin / Support,Accounting,Intern/<1,Selangor,2950.0
Management / Project Management - Construction,Construction,1-3,Selangor,5000.0
Technician,Engineering,1-3,Penang,4200.0
General - Accounting,Accounting,4-5,Kuala Lumpur,4950.0
HR Executive,Human Resources And Recruitment,1-3,Kuala Lumpur,3900.0
Admin Assistant / Clerk,Administration And Office Support,1-3,Sabah,1800.0
Secretary / Personal Assistant,Administration And Office Support,1-3,Kuala Lumpur,4050.0
Recruitment Consultant / Recruiter,Human Resources And Recruitment,1-3,Kuala Lumpur,4750.0
Senior Consultant / Senior Executive - Consulting And Strategy,Consulting And Strategy,1-3,Selangor,4750.0
Infrastructure / Network Engineer,Information And Communication Technology,6-10,Kuala Lumpur,5750.0
General - Engineering,Engineering,4-5,Kuala Lumpur,12500.0
Sales / Business Development,Banking And Financial Services,1-3,Kuala Lumpur,5000.0
Admin Assistant / Clerk,Administration And Office Support,1-3,Negeri Sembilan,1900.0
Office Coordinator / Executive Assistant,Administration And Office Support,1-3,Kuala Lumpur,2350.0
Admin Assistant / Clerk,Administration And Office Support,Intern/<1,Penang,2750.0
Business Support / Coordinator,Administration And Office Support,1-3,Kuala Lumpur,2250.0
Technician,Engineering,Intern/<1,Johor,2550.0
HR Executive,Human Resources And Recruitment,Intern/<1,Kuala Lumpur,3200.0
Technician,Engineering,1-3,Selangor,999.5
General - Accounting,Accounting,1-3,Kelantan,2000.0
Accountant / Full Set Accounting,Accounting,1-3,Selangor,7000.0
Admin Assistant / Clerk,Administration And Office Support,Intern/<1,Johor,2750.0
Manufacturing Administrative Support,"Manufacturing, Transport And Logistics",Intern/<1,Penang,2500.0
Analyst / Data / Reporting,Banking And Financial Services,1-3,Kuala Lumpur,4375.0
General - Manufacturing & Logistics,"Manufacturing, Transport And Logistics",1-3,Penang,3500.0
Manufacturing Executive,"Manufacturing, Transport And Logistics",1-3,Perak,2400.0
Management / Project Management - Construction,Construction,6-10,Kedah,9000.0
General - IT,Information And Communication Technology,1-3,Penang,5500.0
HR Executive,Human Resources And Recruitment,4-5,Kuala Lumpur,4250.0
Administrator / Office Executive,Administration And Office Support,1-3,Johor,1900.0
Admin Assistant / Clerk,Administration And Office Support,1-3,Selangor,3350.0
General - Banking & Finance,Banking And Financial Services,1-3,Kuala Lumpur,43995.00000000001
HR Executive,Human Resources And Recruitment,Intern/<1,Kuala Lumpur,7000.0
General - Accounting,Accounting,1-3,Selangor,21578.500000000004
HR Executive,Human Resources And Recruitment,1-3,Penang,4400.0
IT Manager,Information And Communication Technology,6-10,Selangor,11500.0
Business Development / Corporate Sales,Sales,1-3,Selangor,3750.0
General - Sales,Sales,4-5,Selangor,6000.0
General - Accounting,Accounting,Intern/<1,Selangor,2083.5
Management / Leadership,Sales,4-5,Kuala Lumpur,6250.0
Management / Leadership,Sales,4-5,Selangor,6250.0
General - IT,Information And Communication Technology,6-10,Penang,9000.0
Accountant / Full Set Accounting,Accounting,1-3,Kuala Lumpur,4750.0
General - Design & Architecture,Design And Architecture,1-3,Kuala Lumpur,5000.0
Supply Chain & Planning,"Manufacturing, Transport And Logistics",1-3,Kedah,8400.0
Manufacturing Administrative Support,"Manufacturing, Transport And Logistics",1-3,Selangor,2200.0
Technician,Engineering,Intern/<1,Selangor,3900.0
General - Sales,Sales,6-10,Penang,20000.0
Accountant / Full Set Accounting,Accounting,4-5,Penang,6000.0
General - Accounting,Accounting,1-3,Kuala Lumpur,1999.5
Admin Assistant / Clerk,Administration And Office Support,1-3,Selangor,1250.0
Cloud / Devops Engineer,Information And Communication Technology,1-3,Kuala Lumpur,4500.0
Software Developer,Information And Communication Technology,1-3,Kuala Lumpur,7250.0
General - Accounting,Accounting,1-3,Selangor,950.0
Engineer,Engineering,Intern/<1,Penang,3850.0
Talent Acquisition / Sourcing Specialist,Human Resources And Recruitment,1-3,Kuala Lumpur,1250.0
General - Administration,Administration And Office Support,1-3,Sarawak,1871.8999999999999
General - Banking & Finance,Banking And Financial Services,1-3,Penang,3125.0
Management / Project Management - Construction,Construction,6-10,Negeri Sembilan,12500.0
Management / Project Management - Construction,Construction,4-5,Kuala Lumpur,7500.0
Engineer,Engineering,1-3,Others,1250.0
Technician,Engineering,Intern/<1,Selangor,4000.0
Software Developer,Information And Communication Technology,4-5,Selangor,4500.0
Admin / Support,Accounting,1-3,Sarawak,2100.0
HR Executive,Human Resources And Recruitment,1-3,Kuala Lumpur,17807.5
Manager / Middle Management - Ceo And General Management,Ceo And General Management,1-3,Penang,10000.0
